player_name,batting_proj,total_runs,batting_strike_rate,bowling_proj,wickets_taken,economy_rate,projected_fantasy_points,role,credits,base_proj,vegas_multiplier,vegas_proj,shift
Khadija Tul Kubra,7.140000000000001,7.0,58.333333333333336,252.28884,11.0,6.029850746268656,259.42884000000004,BOWL,8.5,259.42884000000004,1.0272678829564725,266.5029152446535,7.074075244653443
Kycia A Knight,160.14,157.0,87.70949720670392,0.0,0.0,0.0,160.14,BAT,8.5,160.14,1.0532693085526847,168.6705470716269,8.530547071626927
Kyshona A Knight,14.28,14.0,38.88888888888889,0.0,0.0,0.0,14.28,BAT,8.5,14.28,0.8549763486783568,12.209062259126934,-2.070937740873065
L Cheatle,0.0,0.0,0.0,96.27984,4.0,4.408163265306123,96.27984,BOWL,8.5,96.27984,1.0036279174897842,96.62913531544962,0.34929531544962344
L Delany,137.7,135.0,71.80851063829788,222.87,10.0,8.241379310344827,360.57,BOWL,8.5,360.57,0.9179487325593814,330.98477449893613,-29.58522550106386
L Jack,29.58,29.0,64.44444444444444,0.0,0.0,0.0,29.58,BAT,8.5,29.58,1.043551837122835,30.868263342093456,1.2882633420934582
L Kumari,2.04,2.0,20.0,0.0,0.0,0.0,2.04,BAT,8.5,2.04,0.9023099287014974,1.8407122545510548,-0.19928774544894523
L Lee,289.68,284.0,103.64963503649636,0.0,0.0,0.0,289.68,BAT,8.5,289.68,1.0572813214307397,306.2732531920567,16.593253192056693
L Little,58.14,47.0,130.55555555555557,0.0,0.0,0.0,58.14,BAT,8.5,58.14,0.9660206038901612,56.16443791017397,-1.9755620898260275
L Maritz,1.02,1.0,25.0,0.0,0.0,9.0,1.02,BAT,8.5,1.02,1.1310189966210202,1.1536393765534407,0.13363937655344071
L Paul,47.94,47.0,66.19718309859155,73.99284,3.0,6.75,121.93284,BOWL,8.5,121.93284,0.8912562832437979,108.67340978376069,-13.25943021623931
L Winfield,11.22,11.0,64.70588235294117,0.0,0.0,0.0,11.22,BAT,8.5,11.22,0.9523199053150775,10.68502933763517,-0.5349706623648309
L Wolvaardt,710.94,697.0,108.56697819314644,0.0,0.0,0.0,710.94,BAT,8.5,710.94,0.8840420563721767,628.5008595572353,-82.43914044276471
LA Marsh,0.0,0.0,0.0,96.27984,4.0,3.75,96.27984,BOWL,8.5,96.27984,1.1274080854835686,108.5466700850643,12.266830085064313
LA McBride,0.0,0.0,0.0,7.13184,0.0,6.878048780487805,7.13184,BOWL,8.5,7.13184,1.1132018060142943,7.939177168204985,0.8073371682049846
LAGL Kirby,39.78,39.0,90.69767441860463,0.0,0.0,0.0,39.78,BAT,8.5,39.78,0.9273824883145466,36.89127538515267,-2.888724614847334
LCN Smith,0.0,0.0,0.0,230.00184,10.0,6.133333333333334,230.00184,BOWL,8.5,230.00184,1.0479952138102537,241.04082748755175,11.038987487551765
LE Kaushalya,210.12,206.0,100.0,51.70584,2.0,6.074074074074074,261.82584,BAT,8.5,261.82584,1.0951666600603647,286.74293071029945,24.91709071029942
LK Bell,0.0,0.0,0.0,341.43684,15.0,5.84,341.43684,BOWL,8.5,341.43684,1.0165602434798386,347.0911172033867,5.654277203386698
LK Hamilton,0.0,0.0,0.0,51.70584,2.0,3.9130434782608696,51.70584,BOWL,8.5,51.70584,1.008895173506802,52.16577241811494,0.45993241811493846
LK O'Reilly,8.16,8.0,53.333333333333336,230.00184,10.0,5.462264150943396,238.16184,BOWL,8.5,238.16184,0.9225556872701355,219.71755998272005,-18.444280017279965
LM Kasperek,54.06,43.0,134.375,564.30684,25.0,5.670731707317073,618.3668399999999,BOWL,8.5,618.3668399999999,0.8779308303417698,542.8833132970162,-75.48352670298368
LMM Tahuhu,24.48,24.0,75.0,519.73284,23.0,5.620087336244542,544.21284,BOWL,8.5,544.21284,1.119164727385998,609.0638147185597,64.85097471855966
LN McCarthy,14.28,14.0,77.77777777777779,96.27984,4.0,6.913043478260869,110.55984,BOWL,8.5,110.55984,1.1201254171489992,123.8408868999266,13.281046899926608
LS Greenway,56.1,55.0,70.51282051282051,0.0,0.0,0.0,56.1,BAT,8.5,56.1,1.0399304371819804,58.3400975259091,2.2400975259091
Lata Mondal,56.1,55.0,64.70588235294117,7.13184,0.0,7.285714285714286,63.231840000000005,BAT,8.5,63.231840000000005,0.9517089373146101,60.17830725084746,-3.053532749152545
M Ayodhya,4.08,4.0,50.0,140.85384000000002,6.0,5.560975609756097,144.93384000000003,BOWL,8.5,144.93384000000003,0.9547628723837982,138.37744938401386,-6.5563906159861745
M Daniels,3.06,3.0,33.33333333333333,118.56684,5.0,3.9204545454545454,121.62684000000002,BOWL,8.5,121.62684000000002,1.0677867036610718,129.8715225603126,8.244682560312583
M Joshi,0.0,0.0,0.0,7.13184,0.0,4.0,7.13184,BOWL,8.5,7.13184,1.119133077985773,7.981478050902057,0.8496380509020565
M Kapp,534.48,524.0,111.01694915254237,854.0378400000001,38.0,4.642857142857143,1388.51784,AR,8.5,1388.51784,1.1161259272795352,1549.7607617141773,161.24292171417733
M Klaas,4.08,4.0,50.0,96.27984,4.0,5.736263736263736,100.35984,BOWL,8.5,100.35984,1.083962663757287,108.78631950065513,8.42647950065512
M Madara,5.1,5.0,33.33333333333333,22.287000000000003,1.0,10.071428571428571,27.387,BOWL,8.5,27.387,1.0426094938462862,28.55394620796824,1.1669462079682411
M McColl,24.48,24.0,88.88888888888889,0.0,0.0,0.0,24.48,BAT,8.5,24.48,0.8752419894985146,21.42592390292364,-3.0540760970763614
M Raj,400.86,393.0,89.31818181818181,0.0,0.0,0.0,400.86,BAT,8.5,400.86,0.8984886142283841,360.16814589959006,-40.691854100409955
M Shehani,10.2,10.0,66.66666666666666,7.13184,0.0,6.4,17.33184,BAT,8.5,17.33184,1.1195662565581237,19.40414322806435,2.0723032280643494
M Strano,2.04,2.0,66.66666666666666,51.70584,2.0,6.333333333333333,53.74584,BOWL,8.5,53.74584,1.0319287178978769,55.46187576354443,1.7160357635444257
M du Preez,215.22,211.0,86.83127572016461,0.0,0.0,0.0,215.22,BAT,8.5,215.22,0.8527591154849888,183.53081683467929,-31.689183165320713
MAA Sanjeewani,138.72,136.0,73.91304347826086,0.0,0.0,0.0,138.72,BAT,8.5,138.72,0.8804414628598096,122.13483972791279,-16.585160272087208
MADD Surangika,131.58,129.0,90.84507042253522,0.0,0.0,0.0,131.58,BAT,8.5,131.58,1.0490505307324167,138.0340688337714,6.454068833771402
MDN Hansika,1.02,1.0,33.33333333333333,0.0,0.0,0.0,1.02,BAT,8.5,1.02,0.8515184751538656,0.8685488446569429,-0.1514511553430571
ME Bouchier,109.14,107.0,113.82978723404256,0.0,0.0,0.0,109.14,BAT,8.5,109.14,0.8982424154252495,98.03417721951173,-11.105822780488268
MEMO Scott-Hayward,45.9,45.0,109.75609756097562,0.0,0.0,0.0,45.9,BAT,8.5,45.9,1.0146201368099759,46.57106427957789,0.6710642795778909
MIW van den Raad,1.02,1.0,50.0,22.287000000000003,1.0,7.8,23.307,BOWL,8.5,23.307,1.057568559307808,24.648750411787077,1.3417504117870784
MJG Nielsen,0.0,0.0,0.0,230.00184,10.0,3.9319148936170216,230.00184,BOWL,8.5,230.00184,1.0455883778507802,240.4872507882947,10.4854107882947
MK Villiers,0.0,0.0,0.0,73.99284,3.0,6.48,73.99284,BOWL,8.5,73.99284,0.9172807928381679,67.8722109395477,-6.120629060452302
ML Green,283.56,278.0,124.10714285714286,0.0,0.0,0.0,283.56,BAT,8.5,283.56,1.0636537664042607,301.60966200159214,18.04966200159214
ML Schutt,7.140000000000001,7.0,77.77777777777779,1210.62984,54.0,5.117088607594937,1217.7698400000002,BOWL,8.5,1217.7698400000002,0.92117472624904,1121.7787989963374,-95.99104100366276
MM Lanning,736.44,722.0,105.24781341107872,0.0,0.0,0.0,736.44,BAT,8.5,736.44,0.9476199094477803,697.8652061137234,-38.574793886276666
MM Letsoalo,0.0,0.0,0.0,66.861,3.0,7.783783783783783,66.861,BOWL,8.5,66.861,1.0739474215354072,71.80519855127886,4.944198551278859
MM Penfold,0.0,0.0,0.0,7.13184,0.0,3.8571428571428568,7.13184,BOWL,8.5,7.13184,1.0448898697141644,7.451987368422267,0.32014736842226643
MR Aguilleira,59.16,58.0,100.0,0.0,0.0,0.0,59.16,BAT,8.5,59.16,1.1047670231482534,65.35801708945067,6.198017089450673
MV Waldron,70.38,69.0,81.17647058823529,0.0,0.0,0.0,70.38,BAT,8.5,70.38,1.047283867690103,73.70783860802945,3.3278386080294524
Marina Iqbal,4.08,4.0,66.66666666666666,0.0,0.0,0.0,4.08,BAT,8.5,4.08,1.0204925810006413,4.163609730482617,0.08360973048261666
Marufa Akter,13.26,3.0,150.0,252.28884,11.0,5.935251798561151,265.54884000000004,BOWL,8.5,265.54884000000004,0.8781024303484277,233.17908178020582,-32.36975821979422
Muneeba Ali,364.14,357.0,93.45549738219894,0.0,0.0,0.0,364.14,BAT,8.5,364.14,0.96031474091783,349.6890097578186,-14.450990242181376
Murshida Khatun,103.02,101.0,75.3731343283582,0.0,0.0,0.0,103.02,BAT,8.5,103.02,0.9295607103045176,95.76334437557139,-7.256655624428603
N Boochatham,55.08,54.0,67.5,29.41884,1.0,6.406779661016949,84.49884,BAT,8.5,84.49884,0.9231968930137251,78.00906655126387,-6.4897734487361305
N Chaiwai,32.64,32.0,62.74509803921568,0.0,0.0,0.0,32.64,BAT,8.5,32.64,1.1419031664257335,37.271719352135946,4.631719352135946
N Chantam,105.06,103.0,81.10236220472441,0.0,0.0,0.0,105.06,BAT,8.5,105.06,0.9679293174000281,101.69065408604695,-3.3693459139530546
N Koncharoenkai,66.3,65.0,76.47058823529412,0.0,0.0,0.0,66.3,BAT,8.5,66.3,1.117613966553134,74.09780598247278,7.797805982472781
N Mlaba,9.18,9.0,90.0,631.1678400000001,28.0,5.491329479768786,640.34784,BOWL,8.5,640.34784,1.0393415877991787,665.5401407693745,25.19230076937447
N Shree Charani,0.0,0.0,0.0,319.14984,14.0,5.6557377049180335,319.14984,BOWL,8.5,319.14984,1.0884433910624944,347.3765341066525,28.22669410665253
N de Klerk,169.32,166.0,103.75,386.01084,17.0,7.243243243243243,555.3308400000001,AR,8.5,555.3308400000001,1.0007911279315576,555.7701777387794,0.4393377387792725
NH Patel,0.0,0.0,0.0,96.27984,4.0,7.422680412371133,96.27984,BOWL,8.5,96.27984,1.0230711653879077,98.50112811216128,2.2212881121612895
NJ Browne,57.120000000000005,46.0,135.29411764705884,73.99284,3.0,5.52,131.11284,BOWL,8.5,131.11284,0.9977553081456592,130.81853207605252,-0.2943079239474855
NJ Carey,65.28,64.0,125.49019607843135,96.27984,4.0,6.352941176470588,161.55984,BOWL,8.5,161.55984,0.9085728963394133,146.78889176093222,-14.770948239067792
NM Meepage,1.02,1.0,50.0,51.70584,2.0,5.9375,52.725840000000005,BOWL,8.5,52.725840000000005,1.0667356345784516,56.24453239108191,3.518692391081906
NND de Silva,365.16,358.0,100.0,118.56684,5.0,5.485714285714286,483.72684,BAT,8.5,483.72684,0.9342317087322567,451.9129522928549,-31.813887707145057
NR Sciver,402.9,395.0,103.94736842105264,519.73284,23.0,4.781818181818182,922.63284,AR,8.5,922.63284,0.8572947899294361,790.968326749799,-131.66451325020103
NR Sciver-Brunt,571.2,550.0,133.49514563106797,140.85384000000002,6.0,6.11042944785276,712.05384,BAT,8.5,712.05384,1.0436416887721502,743.1290720742945,31.07523207429449
NSS Sharma,0.0,0.0,0.0,66.861,3.0,7.846153846153847,66.861,BOWL,8.5,66.861,0.9031332038221147,60.384389140750415,-6.47661085924959
NY McLean,65.28,64.0,108.47457627118644,0.0,0.0,0.0,65.28,BAT,8.5,65.28,1.1321375753058742,73.90594091596748,8.625940915967476
Nahida Akter,39.78,39.0,79.59183673469387,408.29784,18.0,6.795918367346939,448.07784,BOWL,8.5,448.07784,1.136178573100776,509.0964408892778,61.01860088927782
Nahida Khan,98.94,97.0,78.86178861788618,0.0,0.0,0.0,98.94,BAT,8.5,98.94,1.1244593170661346,111.25400483052336,12.31400483052336
Nain Abidi,25.5,25.0,51.02040816326531,0.0,0.0,0.0,25.5,BAT,8.5,25.5,0.9610476100766333,24.50671405695415,-0.9932859430458514
Nashra Sandhu,27.54,27.0,58.69565217391305,475.15884,21.0,5.706521739130435,502.69884,BOWL,8.5,502.69884,0.8546369849586603,429.62502095981597,-73.07381904018405
Natalia Pervaiz,11.22,11.0,61.11111111111112,0.0,0.0,0.0,11.22,BAT,8.5,11.22,1.1284955687763176,12.661720281670284,1.4417202816702837
Nida Dar,301.92,296.0,88.09523809523809,564.30684,25.0,6.273244781783681,866.22684,AR,8.5,866.22684,0.9784552444951943,847.5641945204995,-18.662645479500497
Nigar Sultana,594.66,583.0,84.98542274052478,0.0,0.0,0.0,594.66,BAT,8.5,594.66,1.1399964457131007,677.9102864077524,83.25028640775247
Nuzhat Tasnia,11.22,11.0,40.74074074074074,0.0,0.0,0.0,11.22,BAT,8.5,11.22,1.1390859931267758,12.780544842882426,1.5605448428824253
O Bell,3.06,3.0,37.5,118.56684,5.0,7.215189873417722,121.62684000000002,BOWL,8.5,121.62684000000002,1.105902836640208,134.50746736758472,12.880627367584708
O Kamchomphu,30.6,30.0,93.75,7.13184,0.0,7.0,37.731840000000005,BAT,8.5,37.731840000000005,0.9383346676208757,35.40509354512407,-2.326746454875938
O Prendergast,295.8,290.0,123.40425531914892,207.71484,9.0,5.317535545023697,503.5148400000001,AR,8.5,503.5148400000001,0.9655293185805776,486.15834036040866,-17.356499639591448
OU Ranasinghe,27.54,27.0,33.75,296.86284,13.0,6.401574803149606,324.40284,BOWL,8.5,324.40284,1.105341001455057,358.5757600404647,34.172920040464646
P Litchfield,197.88,184.0,130.49645390070924,0.0,0.0,0.0,197.88,BAT,8.5,197.88,0.9450766015468832,187.01175791409725,-10.86824208590275
P Molkenboer,76.5,75.0,92.5925925925926,0.0,0.0,0.0,76.5,BAT,8.5,76.5,0.9008478240058277,68.91485853644582,-7.58514146355418
P Rawat,13.26,3.0,150.0,0.0,0.0,9.230769230769232,13.26,BAT,8.5,13.26,1.017040378737505,13.485955422059318,0.22595542205931807
P Vastrakar,21.42,21.0,116.66666666666669,73.99284,3.0,6.699029126213592,95.41284,BOWL,8.5,95.41284,1.1308464322482341,107.8972697046716,12.484429704671598
PA Chatterji,39.78,39.0,82.97872340425532,44.574000000000005,2.0,9.428571428571429,84.35400000000001,BOWL,8.5,84.35400000000001,1.0588089390024917,89.3147692406162,4.960769240616187
PG Raut,96.9,95.0,96.93877551020408,0.0,0.0,0.0,96.9,BAT,8.5,96.9,1.0210183510268094,98.93667821449783,2.036678214497826
PM Weerakkody,62.22,61.0,84.72222222222221,0.0,0.0,0.0,62.22,BAT,8.5,62.22,0.8791529481312306,54.700896432725166,-7.519103567274833
PN Sproul,27.54,27.0,117.3913043478261,0.0,0.0,0.0,27.54,BAT,8.5,27.54,1.0345021680097508,28.490189706988538,0.9501897069885388
PRCS Kumarihami,34.68,34.0,66.66666666666666,73.99284,3.0,6.264705882352941,108.67284,BOWL,8.5,108.67284,1.147016155031279,124.64950309312937,15.976663093129375
Panna Ghosh,13.26,13.0,48.14814814814815,230.00184,10.0,6.25,243.26184,BOWL,8.5,243.26184,0.8920252045709571,216.99569259030744,-26.266147409692564
Poonam Yadav,9.18,9.0,60.0,698.02884,31.0,5.470167064439141,707.2088399999999,BOWL,8.5,707.2088399999999,1.0054988957091209,711.0977076557283,3.8888676557284043
Q Joseph,140.76,138.0,105.34351145038168,73.99284,3.0,6.985074626865672,214.75284,BAT,8.5,214.75284,1.1132119215783867,239.0654216808158,24.31258168081581
Qanita Jalil,34.68,34.0,100.0,51.70584,2.0,4.849315068493151,86.38584,BOWL,8.5,86.38584,1.0722305853262613,92.62553978710075,6.239699787100747
R Padunglerd,9.18,9.0,128.57142857142858,51.70584,2.0,7.25,60.88584,BOWL,8.5,60.88584,1.0591047222985803,64.4844806651158,3.598640665115795
R Rijke,30.6,30.0,78.94736842105263,0.0,0.0,8.5,30.6,BAT,8.5,30.6,1.0607452251961327,32.458803891001665,1.8588038910016635
R Slater,26.52,16.0,133.33333333333331,185.42784,8.0,7.207792207792208,211.94784,BOWL,8.5,211.94784,0.9578473453659265,203.01367590004216,-8.934164099957854
R Stokell,40.8,40.0,85.1063829787234,0.0,0.0,0.0,40.8,BAT,8.5,40.8,0.9380775532793479,38.273564173797396,-2.5264358262026008
RA Lewis,1.02,1.0,25.0,22.287000000000003,1.0,8.210526315789474,23.307,BOWL,8.5,23.307,1.092808346643554,25.470084135221313,2.1630841352213146
RA Mair,6.12,6.0,85.71428571428571,319.14984,14.0,5.4140625,325.26984,BOWL,8.5,325.26984,1.0930340184037541,355.5310002807461,30.26116028074614
RH Priest,246.84,242.0,102.54237288135592,0.0,0.0,0.0,246.84,BAT,8.5,246.84,1.110121695574031,274.0224393354938,27.182439335493797
RL Grundy,2.04,2.0,66.66666666666666,140.85384000000002,6.0,4.666666666666667,142.89384,BOWL,8.5,142.89384,1.1239721657669413,160.6086988195548,17.71485881955479
RL Haynes,172.38,169.0,124.26470588235294,0.0,0.0,0.0,172.38,BAT,8.5,172.38,1.0034027196582813,172.96656081469453,0.5865608146945362
RM Farrell,2.04,2.0,100.0,230.00184,10.0,6.497409326424871,232.04184,BOWL,8.5,232.04184,1.0004548884061597,232.14739314275997,0.10555314275995897
RM Ghosh,272.34000000000003,267.0,116.5938864628821,0.0,0.0,0.0,272.34000000000003,BAT,8.5,272.34000000000003,1.0894885536900325,296.7113127119435,24.37131271194346
RMVD Gunaratne,114.24,112.0,62.92134831460674,0.0,0.0,0.0,114.24,BAT,8.5,114.24,1.0449891792333295,119.37956383561556,5.1395638356155615
RP Yadav,21.42,21.0,105.0,519.73284,23.0,6.2926829268292686,541.15284,BOWL,8.5,541.15284,1.0605900631773109,573.9413247641812,32.78848476418125
RS Gayakwad,1.02,1.0,33.33333333333333,163.14084,7.0,6.347490347490348,164.16084,BOWL,8.5,164.16084,1.0887378008308302,178.72811192414179,14.567271924141778
RS Vandort,2.04,2.0,50.0,0.0,0.0,0.0,2.04,BAT,8.5,2.04,1.1170016025452698,2.2786832691923506,0.2386832691923506
RS Williams,49.98,49.0,87.5,0.0,0.0,0.0,49.98,BAT,8.5,49.98,0.9513985470554607,47.55089938183192,-2.4291006181680785
Rabeya Khan,18.36,18.0,90.0,118.56684,5.0,5.472527472527473,136.92684000000003,BOWL,8.5,136.92684000000003,0.9626748857919831,131.81603005885717,-5.110809941142861
Rameen Shamim,10.2,10.0,50.0,66.861,3.0,9.3,77.061,BOWL,8.5,77.061,0.8781945819522606,67.67455267982317,-9.386447320176842
Renuka Singh,1.02,1.0,50.0,386.01084,17.0,5.4461538461538455,387.03084,BOWL,8.5,387.03084,1.023484042298852,396.11988861752025,9.089048617520234
Ritu Moni,89.76,88.0,58.66666666666666,363.72384,16.0,6.0,453.48384,BOWL,8.5,453.48384,0.8607826821390226,390.3510361019034,-63.1328038980966
Rumana Ahmed,211.14,207.0,90.39301310043668,452.87184,20.0,6.131868131868132,664.01184,AR,8.5,664.01184,0.989679405439738,657.1588430161464,-6.852996983853586
S Asha,6.12,6.0,60.0,118.56684,5.0,5.416666666666667,124.68684000000002,BOWL,8.5,124.68684000000002,1.012793390412273,126.28200742339264,1.595167423392624
S Ecclestone,48.96,38.0,146.15384615384613,965.47284,43.0,4.55,1014.43284,BOWL,8.5,1014.43284,0.9359623756384853,949.4709708520954,-64.96186914790462
S Gajnabi,43.86,43.0,113.1578947368421,0.0,0.0,10.0,43.86,BAT,8.5,43.86,1.0272499781707032,45.05518404256704,1.1951840425670426
S Glenn,9.18,9.0,112.5,363.72384,16.0,5.358620689655172,372.90384,BOWL,8.5,372.90384,0.8591500749817148,320.3803620969694,-52.523477903030596
S Hector,0.0,0.0,0.0,0.0,0.0,9.0,0.0,BAT,8.5,0.0,0.8612044566247643,0.0,0.0
S Horley,38.76,38.0,64.40677966101694,73.99284,3.0,6.5,112.75284,BOWL,8.5,112.75284,1.0967801681978975,123.66507881999063,10.91223881999062
S Ismail,23.46,23.0,63.888888888888886,809.46384,36.0,5.371727748691099,832.92384,BOWL,8.5,832.92384,0.9580571924233788,797.9886756528996,-34.935164347100454
S Jafta,44.88,44.0,122.22222222222224,0.0,0.0,0.0,44.88,BAT,8.5,44.88,0.8881181537955654,39.85874274234497,-5.02125725765503
S Khurana,37.74,37.0,100.0,0.0,0.0,0.0,37.74,BAT,8.5,37.74,1.0066729780164412,37.991838190340495,0.25183819034049293
S Laomi,10.2,10.0,90.9090909090909,29.41884,1.0,6.41095890410959,39.61884,BOWL,8.5,39.61884,1.0809980659295833,42.82788941437361,3.2090494143736095
S Lateh,3.06,3.0,60.0,51.70584,2.0,5.888888888888889,54.76584,BOWL,8.5,54.76584,0.9147463082490529,50.09684995815831,-4.668990041841688
S Loubser,1.02,1.0,33.33333333333333,7.13184,0.0,6.0,8.15184,BOWL,8.5,8.15184,1.0368671427457001,8.452375048920109,0.30053504892010885
S Luus,267.24,262.0,110.08403361344538,363.72384,16.0,5.361111111111111,630.96384,AR,8.5,630.96384,0.8756042394981304,552.47461327402,-78.48922672597996
S Mandhana,743.58,729.0,115.1658767772512,0.0,0.0,0.0,743.58,BAT,8.5,743.58,0.8655045163505822,643.571848267966,-100.0081517320341
S Molineux,40.8,30.0,136.36363636363637,586.59384,26.0,5.889400921658987,627.39384,BOWL,8.5,627.39384,1.0094063894704444,633.2953508103976,5.901510810397667
S Mostary,308.04,302.0,79.8941798941799,0.0,0.0,0.0,308.04,BAT,8.5,308.04,1.012190536483032,311.7951728582332,3.755172858233152
S Nisansala,3.06,3.0,42.85714285714285,29.41884,1.0,5.76,32.47884,BOWL,8.5,32.47884,1.041228970449462,33.8179091345928,1.3390691345928047
S Pandey,82.62,81.0,81.0,341.43684,15.0,6.026905829596413,424.05684,BOWL,8.5,424.05684,1.0678274001167984,452.8195129589452,28.76267295894519
S Rana,11.22,11.0,110.0,7.13184,0.0,7.153846153846154,18.351840000000003,BAT,8.5,18.351840000000003,1.1427556238387604,20.97166836778912,2.6198283677891183
S Rani,65.28,64.0,74.4186046511628,0.0,0.0,0.0,65.28,BAT,8.5,65.28,1.0048901044903586,65.59922602113062,0.3192260211306177
S Sajana,14.28,4.0,400.0,0.0,0.0,0.0,14.28,BAT,8.5,14.28,0.9468869418823738,13.521545530080298,-0.7584544699197018
S Sandeepani,0.0,0.0,0.0,0.0,0.0,11.0,0.0,BAT,8.5,0.0,1.088555858430611,0.0,0.0
S Sharma,3.06,3.0,75.0,140.85384000000002,6.0,4.524590163934427,143.91384000000002,BOWL,8.5,143.91384000000002,0.9312496753786222,134.019716782491,-9.89412321750902
S Siegers,11.22,11.0,100.0,44.574000000000005,2.0,9.875,55.794,BOWL,8.5,55.794,0.9816914262116908,54.77249143405508,-1.0215085659449201
S Tippoch,3.06,3.0,13.043478260869565,0.0,0.0,9.428571428571429,3.06,BAT,8.5,3.06,0.8735369144026798,2.6730229580722003,-0.3869770419277998
S Verma,1.02,1.0,50.0,0.0,0.0,0.0,1.02,BAT,8.5,1.02,0.8576052230246373,0.87475732748513,-0.14524267251487
SA Campbelle,504.9,495.0,95.1923076923077,7.13184,0.0,4.5,512.03184,BAT,8.5,512.03184,1.1387945244033775,583.0990557121862,71.06721571218623
SA Fritz,16.32,6.0,200.0,0.0,0.0,0.0,16.32,BAT,8.5,16.32,1.1007940361536617,17.96495867002776,1.6449586700277585
SACA King,116.28,114.0,112.87128712871286,0.0,0.0,9.0,116.28,BAT,8.5,116.28,1.0587922618281094,123.11636420537256,6.836364205372561
SC Selman,6.12,6.0,50.0,296.86284,13.0,5.228571428571429,302.98284,BOWL,8.5,302.98284,0.9726858833242809,294.70713135749924,-8.275708642500774
SF Daley,0.0,0.0,0.0,118.56684,5.0,6.838709677419355,118.56684,BOWL,8.5,118.56684,0.9019882960212537,106.94590197622463,-11.620938023775366
SFM Devine,672.1800000000001,659.0,112.2657580919932,542.01984,24.0,6.176,1214.1998400000002,AR,8.5,1214.1998400000002,0.8969311128013258,1089.053613654392,-125.14622634560828
SIP Fernando,5.1,5.0,71.42857142857143,29.41884,1.0,5.376623376623376,34.51884,BOWL,8.5,34.51884,0.9250728694493786,31.932442368863985,-2.5863976311360126
SIR Dunkley,247.86,233.0,131.63841807909606,0.0,0.0,0.0,247.86,BAT,8.5,247.86,1.0147679994118362,251.52039633421774,3.6603963342177224
SJ Bryce,246.84,242.0,106.6079295154185,0.0,0.0,0.0,246.84,BAT,8.5,246.84,1.0643787768100186,262.731257267785,15.891257267784994
SJ Coyte,19.38,9.0,150.0,207.71484,9.0,4.4,227.09484,BOWL,8.5,227.09484,1.0480592130153192,238.00883929023985,10.913999290239843
SJ McGlashan,172.38,169.0,109.74025974025976,0.0,0.0,0.0,172.38,BAT,8.5,172.38,0.9339801690837828,160.9995015466625,-11.380498453337509
SJ Taylor,195.84,192.0,89.7196261682243,0.0,0.0,0.0,195.84,BAT,8.5,195.84,1.1364595841989582,222.56424496952397,26.724244969523966
SK Naidu,11.22,11.0,40.74074074074074,51.70584,2.0,4.588235294117647,62.92584,BOWL,8.5,62.92584,1.0713690750087306,67.41679899494738,4.490958994947384
SL Kalis,106.08,104.0,91.2280701754386,0.0,0.0,0.0,106.08,BAT,8.5,106.08,1.0163062157534202,107.80976336712281,1.729763367122814
SL Quintyne,48.96,48.0,78.68852459016394,274.57584,12.0,4.75977653631285,323.53584,BOWL,8.5,323.53584,1.0335162238703055,334.37953964350737,10.843699643507364
SM Kavanagh,20.4,20.0,90.9090909090909,0.0,0.0,0.0,20.4,BAT,8.5,20.4,0.975880018728337,19.907952382058074,-0.49204761794192464
SR Patil,8.16,8.0,50.0,140.85384000000002,6.0,5.454545454545455,149.01384000000002,BOWL,8.5,149.01384000000002,0.9243192968503472,137.73636780977014,-11.277472190229872
SR Taylor,807.84,792.0,93.8388625592417,586.59384,26.0,5.36741214057508,1394.43384,AR,8.5,1394.43384,0.9567918035953784,1334.1828687680293,-60.25097123197065
SS Connell,8.16,8.0,57.14285714285714,252.28884,11.0,5.364238410596026,260.44884,BOWL,8.5,260.44884,1.0773538331393107,280.595556110687,20.14671611068701
SS Weerakkody,36.72,36.0,69.23076923076923,51.70584,2.0,4.838709677419355,88.42584,BOWL,8.5,88.42584,0.8543180465889267,75.54379089678497,-12.882049103215024
SW Bates,963.9,945.0,112.76849642004774,207.71484,9.0,6.568047337278106,1171.61484,AR,8.5,1171.61484,0.8848217921520748,1036.6703424407663,-134.9444975592337
Sadaf Shamas,5.1,5.0,45.45454545454545,0.0,0.0,8.571428571428571,5.1,BAT,8.5,5.1,0.8638007926065258,4.405384042293281,-0.694615957706719
Sadia Iqbal,4.08,4.0,36.36363636363637,430.58484,19.0,6.253776435045317,434.66484,BOWL,8.5,434.66484,0.862218640695691,374.77612750301006,-59.88871249698997
Sadia Yousuf,4.08,4.0,26.666666666666668,118.56684,5.0,7.128712871287129,122.64684,BOWL,8.5,122.64684,1.106638175203302,135.72567521205136,13.07883521205136
Saira Jabeen,12.24,12.0,70.58823529411765,0.0,0.0,0.0,12.24,BAT,8.5,12.24,1.061097357814007,12.987831659643447,0.7478316596434471
Salma Khatun,157.08,154.0,91.66666666666666,542.01984,24.0,5.343065693430657,699.0998400000001,AR,8.5,699.0998400000001,0.9922521487261975,693.6833184141409,-5.416521585859186
Sana Mir,137.7,135.0,76.70454545454545,252.28884,11.0,6.0,389.98884,BOWL,8.5,389.98884,0.8793502481953004,342.9367832473973,-47.05205675260271
Sania Khan,10.2,10.0,90.9090909090909,163.14084,7.0,6.089552238805971,173.34084,BOWL,8.5,173.34084,0.9974847625350496,172.904846625026,-0.4359933749739753
